年月,统计项目,医生编号,医生,医生等级,报告数量,审核数量,总数量
2024-09,头部撰写数,11,张秋梅,中级,9,0,9
2024-10,头部撰写数,11,张秋梅,中级,14,0,14
2024-11,头部撰写数,11,张秋梅,中级,14,0,14
2024-12,头部撰写数,11,张秋梅,中级,18,1,19
2025-01,头部撰写数,11,张秋梅,中级,14,0,14
2025-02,头部撰写数,11,张秋梅,中级,4,0,4
2025-03,头部撰写数,11,张秋梅,中级,9,0,9
2025-04,头部撰写数,11,张秋梅,中级,13,1,14
2025-05,头部撰写数,11,张秋梅,中级,10,0,10
2025-06,头部撰写数,11,张秋梅,中级,17,0,17
2025-07,头部撰写数,11,张秋梅,中级,14,0,14
2025-08,头部撰写数,11,张秋梅,中级,18,0,18
2025-09,头部撰写数,11,张秋梅,中级,28,0,28
2025-10,头部撰写数,11,张秋梅,中级,23,1,24
2025-11,头部撰写数,11,张秋梅,中级,28,0,28
2025-12,头部撰写数,11,张秋梅,中级,14,0,14
2026-01,头部撰写数,11,张秋梅,中级,39,0,39
2026-02,头部撰写数,11,张秋梅,中级,5,0,5
2026-03,头部撰写数,11,张秋梅,中级,25,0,25
2026-04,头部撰写数,11,张秋梅,中级,9,0,9
2026-05,头部撰写数,11,张秋梅,中级,13,0,13
2026-06,头部撰写数,11,张秋梅,中级,25,0,25
2026-07,头部撰写数,11,张秋梅,中级,8,0,8
2023-10,头部撰写数,12,刘慜思,中级,1,0,1
2023-11,头部撰写数,12,刘慜思,中级,4,0,4
2023-12,头部撰写数,12,刘慜思,中级,2,0,2
2024-01,头部撰写数,12,刘慜思,中级,2,0,2
2024-02,头部撰写数,12,刘慜思,中级,3,0,3
2024-03,头部撰写数,12,刘慜思,中级,2,0,2
2024-04,头部撰写数,12,刘慜思,中级,5,0,5
2024-05,头部撰写数,12,刘慜思,中级,2,0,2
2024-06,头部撰写数,12,刘慜思,中级,4,0,4
2024-07,头部撰写数,12,刘慜思,中级,7,0,7
2024-08,头部撰写数,12,刘慜思,中级,12,0,12
2024-09,头部撰写数,12,刘慜思,中级,4,0,4
2024-10,头部撰写数,12,刘慜思,中级,10,2,12
2024-11,头部撰写数,12,刘慜思,中级,7,1,8
2024-12,头部撰写数,12,刘慜思,中级,9,0,9
2025-01,头部撰写数,12,刘慜思,中级,6,0,6
2025-02,头部撰写数,12,刘慜思,中级,12,0,12
2025-03,头部撰写数,12,刘慜思,中级,15,0,15
2025-04,头部撰写数,12,刘慜思,中级,16,0,16
2025-05,头部撰写数,12,刘慜思,中级,19,0,19
2025-06,头部撰写数,12,刘慜思,中级,13,0,13
2025-07,头部撰写数,12,刘慜思,中级,4,0,4
2025-08,头部撰写数,12,刘慜思,中级,17,0,17
2025-09,头部撰写数,12,刘慜思,中级,9,1,10
2025-10,头部撰写数,12,刘慜思,中级,26,0,26
2025-11,头部撰写数,12,刘慜思,中级,22,0,22
2025-12,头部撰写数,12,刘慜思,中级,16,0,16
2026-01,头部撰写数,12,刘慜思,中级,21,0,21
2026-02,头部撰写数,12,刘慜思,中级,14,0,14
2026-03,头部撰写数,12,刘慜思,中级,14,0,14
2026-04,头部撰写数,12,刘慜思,中级,26,1,27
2026-05,头部撰写数,12,刘慜思,中级,22,0,22
2026-06,头部撰写数,12,刘慜思,中级,14,0,14
2026-07,头部撰写数,12,刘慜思,中级,10,0,10
2023-04,头部撰写数,13,康博,其它,4,0,4
2023-05,头部撰写数,13,康博,其它,3,0,3
2023-06,头部撰写数,13,康博,其它,2,0,2
2023-07,头部撰写数,13,康博,其它,1,0,1
2023-08,头部撰写数,13,康博,其它,1,0,1
2023-10,头部撰写数,13,康博,其它,24,1,25
2023-11,头部撰写数,13,康博,其它,3,0,3
2023-12,头部撰写数,13,康博,其它,9,0,9
2024-01,头部撰写数,13,康博,其它,10,0,10
2024-02,头部撰写数,13,康博,其它,10,0,10
2024-03,头部撰写数,13,康博,其它,12,0,12
2024-04,头部撰写数,13,康博,其它,20,0,20
2024-05,头部撰写数,13,康博,其它,18,0,18
2024-06,头部撰写数,13,康博,其它,17,1,18
2024-07,头部撰写数,13,康博,其它,18,0,18
2024-08,头部撰写数,13,康博,其它,16,0,16
2024-09,头部撰写数,13,康博,其它,30,0,30
2024-10,头部撰写数,13,康博,其它,19,1,20
2024-11,头部撰写数,13,康博,其它,17,0,17
2024-12,头部撰写数,13,康博,其它,21,2,23
2025-01,头部撰写数,13,康博,其它,1,0,1
2025-02,头部撰写数,13,康博,其它,19,1,20
2025-03,头部撰写数,13,康博,其它,23,0,23
2025-04,头部撰写数,13,康博,其它,21,1,22
2025-05,头部撰写数,13,康博,其它,21,0,21
2025-06,头部撰写数,13,康博,其它,16,0,16
2025-07,头部撰写数,13,康博,其它,8,0,8
2025-08,头部撰写数,13,康博,其它,21,0,21
2025-09,头部撰写数,13,康博,其它,11,0,11
2025-10,头部撰写数,13,康博,其它,5,0,5
2025-11,头部撰写数,13,康博,其它,9,0,9
2025-12,头部撰写数,13,康博,其它,6,0,6
2026-01,头部撰写数,13,康博,其它,5,0,5
2026-02,头部撰写数,13,康博,其它,10,0,10
2026-03,头部撰写数,13,康博,其它,8,0,8
2026-04,头部撰写数,13,康博,其它,3,0,3
2026-05,头部撰写数,13,康博,其它,5,0,5
2026-06,头部撰写数,13,康博,其它,6,0,6
2026-07,头部撰写数,13,康博,其它,20,0,20
2023-10,头部撰写数,14,简乐诗,中级,4,0,4
2023-11,头部撰写数,14,简乐诗,中级,4,0,4
2023-12,头部撰写数,14,简乐诗,中级,1,0,1
2024-01,头部撰写数,14,简乐诗,中级,3,0,3
2024-02,头部撰写数,14,简乐诗,中级,6,0,6
2024-03,头部撰写数,14,简乐诗,中级,7,0,7
2024-04,头部撰写数,14,简乐诗,中级,8,0,8
2024-05,头部撰写数,14,简乐诗,中级,10,1,11
2024-06,头部撰写数,14,简乐诗,中级,13,0,13
2024-07,头部撰写数,14,简乐诗,中级,5,0,5
2024-08,头部撰写数,14,简乐诗,中级,10,0,10
2024-09,头部撰写数,14,简乐诗,中级,2,0,2
2024-10,头部撰写数,14,简乐诗,中级,10,0,10
2024-11,头部撰写数,14,简乐诗,中级,17,0,17
2024-12,头部撰写数,14,简乐诗,中级,21,0,21
2025-01,头部撰写数,14,简乐诗,中级,17,0,17
2025-02,头部撰写数,14,简乐诗,中级,9,0,9
2025-03,头部撰写数,14,简乐诗,中级,8,0,8
2025-04,头部撰写数,14,简乐诗,中级,10,0,10
2025-05,头部撰写数,14,简乐诗,中级,17,0,17
2025-06,头部撰写数,14,简乐诗,中级,16,0,16
2025-07,头部撰写数,14,简乐诗,中级,12,0,12
2025-08,头部撰写数,14,简乐诗,中级,10,0,10
2025-09,头部撰写数,14,简乐诗,中级,12,0,12
2025-10,头部撰写数,14,简乐诗,中级,24,0,24
2025-11,头部撰写数,14,简乐诗,中级,13,0,13
2025-12,头部撰写数,14,简乐诗,中级,18,0,18
2026-01,头部撰写数,14,简乐诗,中级,27,6,33
2026-02,头部撰写数,14,简乐诗,中级,13,1,14
2026-03,头部撰写数,14,简乐诗,中级,22,13,35
2026-04,头部撰写数,14,简乐诗,中级,20,16,36
2026-05,头部撰写数,14,简乐诗,中级,16,6,22
2026-06,头部撰写数,14,简乐诗,中级,13,7,20
2026-07,头部撰写数,14,简乐诗,中级,15,5,20
2023-10,头部撰写数,15,陈可欣,中级,3,0,3
2023-11,头部撰写数,15,陈可欣,中级,5,0,5
2023-12,头部撰写数,15,陈可欣,中级,2,0,2
2024-01,头部撰写数,15,陈可欣,中级,5,0,5
2024-02,头部撰写数,15,陈可欣,中级,10,0,10
2024-03,头部撰写数,15,陈可欣,中级,8,0,8
2024-04,头部撰写数,15,陈可欣,中级,5,0,5
2024-05,头部撰写数,15,陈可欣,中级,10,0,10
2024-06,头部撰写数,15,陈可欣,中级,15,1,16
2024-07,头部撰写数,15,陈可欣,中级,15,0,15
2024-08,头部撰写数,15,陈可欣,中级,4,0,4
2024-09,头部撰写数,15,陈可欣,中级,8,0,8
2024-10,头部撰写数,15,陈可欣,中级,9,0,9
2024-11,头部撰写数,15,陈可欣,中级,18,0,18
2024-12,头部撰写数,15,陈可欣,中级,24,1,25
2025-01,头部撰写数,15,陈可欣,中级,15,0,15
2025-02,头部撰写数,15,陈可欣,中级,11,0,11
2025-03,头部撰写数,15,陈可欣,中级,8,0,8
2025-04,头部撰写数,15,陈可欣,中级,20,0,20
2025-05,头部撰写数,15,陈可欣,中级,24,0,24
2025-06,头部撰写数,15,陈可欣,中级,17,0,17
2025-07,头部撰写数,15,陈可欣,中级,23,0,23
2025-08,头部撰写数,15,陈可欣,中级,21,0,21
2025-09,头部撰写数,15,陈可欣,中级,26,4,30
2025-10,头部撰写数,15,陈可欣,中级,11,3,14
2025-11,头部撰写数,15,陈可欣,中级,22,5,27
2025-12,头部撰写数,15,陈可欣,中级,29,7,36
2026-01,头部撰写数,15,陈可欣,中级,15,8,23
2026-02,头部撰写数,15,陈可欣,中级,12,8,20
2026-03,头部撰写数,15,陈可欣,中级,9,14,23
2026-04,头部撰写数,15,陈可欣,中级,19,27,46
2026-05,头部撰写数,15,陈可欣,中级,13,23,36
2026-06,头部撰写数,15,陈可欣,中级,12,21,33
2026-07,头部撰写数,15,陈可欣,中级,13,23,36
2024-07,头部撰写数,16,曲莹莹,中级,3,0,3
2024-08,头部撰写数,16,曲莹莹,中级,2,0,2
2024-09,头部撰写数,16,曲莹莹,中级,19,1,20
2024-10,头部撰写数,16,曲莹莹,中级,11,0,11
2024-11,头部撰写数,16,曲莹莹,中级,6,0,6
2024-12,头部撰写数,16,曲莹莹,中级,16,0,16
2025-01,头部撰写数,16,曲莹莹,中级,16,0,16
2025-02,头部撰写数,16,曲莹莹,中级,8,0,8
2025-03,头部撰写数,16,曲莹莹,中级,18,0,18
2025-04,头部撰写数,16,曲莹莹,中级,14,0,14
2025-05,头部撰写数,16,曲莹莹,中级,13,0,13
2025-06,头部撰写数,16,曲莹莹,中级,21,0,21
2025-07,头部撰写数,16,曲莹莹,中级,19,0,19
2025-08,头部撰写数,16,曲莹莹,中级,13,0,13
2025-09,头部撰写数,16,曲莹莹,中级,24,0,24
2025-10,头部撰写数,16,曲莹莹,中级,36,0,36
2025-11,头部撰写数,16,曲莹莹,中级,27,0,27
2025-12,头部撰写数,16,曲莹莹,中级,16,0,16
2026-01,头部撰写数,16,曲莹莹,中级,18,0,18
2026-02,头部撰写数,16,曲莹莹,中级,5,0,5
2026-03,头部撰写数,16,曲莹莹,中级,19,0,19
2026-04,头部撰写数,16,曲莹莹,中级,14,0,14
2026-05,头部撰写数,16,曲莹莹,中级,31,0,31
2026-06,头部撰写数,16,曲莹莹,中级,12,0,12
2026-07,头部撰写数,16,曲莹莹,中级,7,0,7
2024-06,头部撰写数,17,陶琼瑶,中级,2,0,2
2024-07,头部撰写数,17,陶琼瑶,中级,4,0,4
2024-08,头部撰写数,17,陶琼瑶,中级,11,0,11
2024-09,头部撰写数,17,陶琼瑶,中级,13,0,13
2024-10,头部撰写数,17,陶琼瑶,中级,26,0,26
2024-11,头部撰写数,17,陶琼瑶,中级,8,0,8
2024-12,头部撰写数,17,陶琼瑶,中级,17,0,17
2025-01,头部撰写数,17,陶琼瑶,中级,8,0,8
2025-02,头部撰写数,17,陶琼瑶,中级,8,0,8
2025-03,头部撰写数,17,陶琼瑶,中级,11,0,11
2025-04,头部撰写数,17,陶琼瑶,中级,20,0,20
2025-05,头部撰写数,17,陶琼瑶,中级,12,0,12
2025-06,头部撰写数,17,陶琼瑶,中级,13,0,13
2025-07,头部撰写数,17,陶琼瑶,中级,9,0,9
2025-08,头部撰写数,17,陶琼瑶,中级,23,0,23
2025-09,头部撰写数,17,陶琼瑶,中级,21,0,21
2025-10,头部撰写数,17,陶琼瑶,中级,29,0,29
2025-11,头部撰写数,17,陶琼瑶,中级,19,0,19
2025-12,头部撰写数,17,陶琼瑶,中级,14,0,14
2026-01,头部撰写数,17,陶琼瑶,中级,25,0,25
2026-02,头部撰写数,17,陶琼瑶,中级,9,0,9
2026-03,头部撰写数,17,陶琼瑶,中级,20,0,20
2026-04,头部撰写数,17,陶琼瑶,中级,38,1,39
2026-05,头部撰写数,17,陶琼瑶,中级,27,0,27
2026-06,头部撰写数,17,陶琼瑶,中级,19,0,19
2025-11,头部撰写数,18,马萌,初级,2,0,2
2025-12,头部撰写数,18,马萌,初级,3,0,3
2026-01,头部撰写数,18,马萌,初级,7,0,7
2026-02,头部撰写数,18,马萌,初级,4,0,4
2026-03,头部撰写数,18,马萌,初级,5,0,5
2026-04,头部撰写数,18,马萌,初级,9,0,9
2026-05,头部撰写数,18,马萌,初级,12,0,12
2026-06,头部撰写数,18,马萌,初级,12,0,12
2026-07,头部撰写数,18,马萌,初级,9,0,9
2024-10,头部撰写数,20,李铭婕,中级,4,0,4
2024-11,头部撰写数,20,李铭婕,中级,8,0,8
2024-12,头部撰写数,20,李铭婕,中级,8,2,10
2025-01,头部撰写数,20,李铭婕,中级,8,1,9
2025-02,头部撰写数,20,李铭婕,中级,7,0,7
2025-03,头部撰写数,20,李铭婕,中级,26,0,26
2025-04,头部撰写数,20,李铭婕,中级,21,3,24
2025-05,头部撰写数,20,李铭婕,中级,29,1,30
2025-06,头部撰写数,20,李铭婕,中级,17,0,17
2025-07,头部撰写数,20,李铭婕,中级,22,1,23
2025-08,头部撰写数,20,李铭婕,中级,18,0,18
2025-09,头部撰写数,20,李铭婕,中级,20,0,20
2025-10,头部撰写数,20,李铭婕,中级,18,0,18
2025-11,头部撰写数,20,李铭婕,中级,30,0,30
2025-12,头部撰写数,20,李铭婕,中级,43,1,44
2026-01,头部撰写数,20,李铭婕,中级,26,0,26
2026-02,头部撰写数,20,李铭婕,中级,18,1,19
2026-03,头部撰写数,20,李铭婕,中级,29,0,29
2026-04,头部撰写数,20,李铭婕,中级,23,0,23
2026-05,头部撰写数,20,李铭婕,中级,27,0,27
2026-06,头部撰写数,20,李铭婕,中级,24,0,24
2026-07,头部撰写数,20,李铭婕,中级,14,1,15
2025-06,头部撰写数,21,王兆雪,初级,1,0,1
2026-01,头部撰写数,21,王兆雪,初级,7,0,7
2026-02,头部撰写数,21,王兆雪,初级,7,0,7
2026-03,头部撰写数,21,王兆雪,初级,8,0,8
2026-05,头部撰写数,21,王兆雪,初级,12,0,12
2026-06,头部撰写数,21,王兆雪,初级,7,0,7
2026-07,头部撰写数,21,王兆雪,初级,11,0,11
2025-12,头部撰写数,22,冯军利,初级,2,0,2
2026-01,头部撰写数,22,冯军利,初级,9,0,9
2026-02,头部撰写数,22,冯军利,初级,8,0,8
2026-03,头部撰写数,22,冯军利,初级,4,0,4
2026-04,头部撰写数,22,冯军利,初级,4,0,4
2026-05,头部撰写数,22,冯军利,初级,15,0,15
2026-06,头部撰写数,22,冯军利,初级,4,0,4
2026-07,头部撰写数,22,冯军利,初级,7,0,7
2025-12,头部撰写数,23,张若邈,初级,1,0,1
2026-01,头部撰写数,23,张若邈,初级,3,0,3
2026-02,头部撰写数,23,张若邈,初级,11,0,11
2026-03,头部撰写数,23,张若邈,初级,1,0,1
2026-04,头部撰写数,23,张若邈,初级,13,0,13
2026-05,头部撰写数,23,张若邈,初级,9,0,9
2026-06,头部撰写数,23,张若邈,初级,5,0,5
2026-07,头部撰写数,23,张若邈,初级,4,0,4
2025-11,头部撰写数,24,江蓝,初级,1,0,1
2025-12,头部撰写数,24,江蓝,初级,5,0,5
2026-01,头部撰写数,24,江蓝,初级,8,0,8
2026-02,头部撰写数,24,江蓝,初级,4,0,4
2026-03,头部撰写数,24,江蓝,初级,13,0,13
2026-04,头部撰写数,24,江蓝,初级,9,0,9
2026-05,头部撰写数,24,江蓝,初级,9,0,9
2026-06,头部撰写数,24,江蓝,初级,8,0,8
2026-07,头部撰写数,24,江蓝,初级,17,0,17
2026-05,头部撰写数,25,刘坤,初级,7,0,7
2026-06,头部撰写数,25,刘坤,初级,25,0,25
2026-07,头部撰写数,25,刘坤,初级,27,0,27
2022-09,头部撰写数,,于飞,未登记,1,0,1
2022-10,头部撰写数,,于飞,未登记,3,0,3
2022-12,头部撰写数,,于飞,未登记,1,0,1
2023-02,头部撰写数,,于飞,未登记,1,0,1
2023-03,头部撰写数,,于飞,未登记,1,0,1
2023-06,头部撰写数,,于飞,未登记,2,0,2
2021-08,头部撰写数,,傅梦竹,未登记,0,1,1
2021-09,头部撰写数,,傅梦竹,未登记,0,1,1
2021-10,头部撰写数,,傅梦竹,未登记,1,0,1
2021-11,头部撰写数,,傅梦竹,未登记,0,3,3
2021-12,头部撰写数,,傅梦竹,未登记,0,2,2
2022-05,头部撰写数,,傅梦竹,未登记,0,2,2
2022-06,头部撰写数,,傅梦竹,未登记,0,2,2
2022-07,头部撰写数,,傅梦竹,未登记,0,2,2
2022-08,头部撰写数,,傅梦竹,未登记,1,1,2
2022-09,头部撰写数,,傅梦竹,未登记,0,1,1
2022-11,头部撰写数,,傅梦竹,未登记,1,0,1
2022-12,头部撰写数,,傅梦竹,未登记,0,1,1
2023-01,头部撰写数,,傅梦竹,未登记,0,1,1
2023-03,头部撰写数,,傅梦竹,未登记,0,1,1
2023-05,头部撰写数,,傅梦竹,未登记,1,2,3
2023-06,头部撰写数,,傅梦竹,未登记,0,1,1
2023-09,头部撰写数,,傅梦竹,未登记,0,1,1
2023-10,头部撰写数,,傅梦竹,未登记,1,9,10
2023-11,头部撰写数,,傅梦竹,未登记,1,3,4
2023-12,头部撰写数,,傅梦竹,未登记,3,5,8
2024-01,头部撰写数,,傅梦竹,未登记,9,22,31
2024-02,头部撰写数,,傅梦竹,未登记,0,2,2
2024-03,头部撰写数,,傅梦竹,未登记,1,6,7
2024-04,头部撰写数,,傅梦竹,未登记,3,7,10
2024-05,头部撰写数,,傅梦竹,未登记,1,5,6
2024-06,头部撰写数,,傅梦竹,未登记,2,10,12
2024-07,头部撰写数,,傅梦竹,未登记,4,9,13
2024-08,头部撰写数,,傅梦竹,未登记,2,4,6
2024-09,头部撰写数,,傅梦竹,未登记,2,13,15
2024-10,头部撰写数,,傅梦竹,未登记,0,7,7
2024-11,头部撰写数,,傅梦竹,未登记,2,8,10
2026-05,头部撰写数,,傅梦竹,未登记,6,11,17
2026-06,头部撰写数,,傅梦竹,未登记,0,4,4
2026-07,头部撰写数,,傅梦竹,未登记,3,9,12
2021-10,头部撰写数,,刘冉,未登记,1,0,1
2021-11,头部撰写数,,刘冉,未登记,4,2,6
2021-12,头部撰写数,,刘冉,未登记,1,1,2
2022-03,头部撰写数,,刘冉,未登记,0,1,1
2022-05,头部撰写数,,吴凡,未登记,2,0,2
2022-06,头部撰写数,,吴凡,未登记,4,0,4
2022-08,头部撰写数,,吴凡,未登记,1,0,1
2022-09,头部撰写数,,吴凡,未登记,1,0,1
2026-05,头部撰写数,,吴海燕,未登记,2,0,2
2023-10,头部撰写数,,张静,未登记,2,0,2
2023-11,头部撰写数,,张静,未登记,3,0,3
2023-12,头部撰写数,,张静,未登记,11,0,11
2024-01,头部撰写数,,张静,未登记,9,0,9
2024-02,头部撰写数,,张静,未登记,3,0,3
2024-03,头部撰写数,,张静,未登记,3,0,3
2025-12,头部撰写数,,彭涛,未登记,0,1,1
2026-03,头部撰写数,,彭涛,未登记,4,0,4
2026-04,头部撰写数,,彭涛,未登记,15,0,15
2026-05,头部撰写数,,彭涛,未登记,5,0,5
2026-06,头部撰写数,,彭涛,未登记,9,0,9
2026-07,头部撰写数,,彭涛,未登记,3,0,3
2022-04,头部撰写数,,王佳尧,未登记,3,0,3
2022-05,头部撰写数,,王佳尧,未登记,1,0,1
2022-06,头部撰写数,,王佳尧,未登记,1,0,1
2021-08,头部撰写数,,白鹤,未登记,2,3,5
2021-10,头部撰写数,,白鹤,未登记,0,1,1
2021-11,头部撰写数,,白鹤,未登记,1,1,2
2021-12,头部撰写数,,白鹤,未登记,2,1,3
2022-01,头部撰写数,,白鹤,未登记,3,1,4
2022-02,头部撰写数,,白鹤,未登记,2,0,2
2022-03,头部撰写数,,白鹤,未登记,1,1,2
2022-04,头部撰写数,,白鹤,未登记,1,0,1
2022-05,头部撰写数,,白鹤,未登记,0,1,1
2022-06,头部撰写数,,白鹤,未登记,0,5,5
2022-07,头部撰写数,,白鹤,未登记,3,2,5
2022-08,头部撰写数,,白鹤,未登记,2,3,5
2022-09,头部撰写数,,白鹤,未登记,1,0,1
2022-10,头部撰写数,,白鹤,未登记,0,3,3
2022-11,头部撰写数,,白鹤,未登记,2,3,5
2023-10,头部撰写数,,郭瑞泽,未登记,4,0,4
2023-11,头部撰写数,,郭瑞泽,未登记,10,0,10
2023-12,头部撰写数,,郭瑞泽,未登记,6,0,6
2024-01,头部撰写数,,郭瑞泽,未登记,7,0,7
2024-02,头部撰写数,,郭瑞泽,未登记,4,0,4
2024-03,头部撰写数,,郭瑞泽,未登记,10,0,10
2024-04,头部撰写数,,郭瑞泽,未登记,7,1,8
2023-10,头部撰写数,,阮丽,未登记,1,0,1
2024-05,头部撰写数,,阮丽,未登记,1,0,1
2026-07,头部撰写数,,马龙,未登记,18,0,18
2021-07,胸部撰写数,01,戴榕全,高级,1,0,1
2021-08,胸部撰写数,01,戴榕全,高级,0,1,1
2021-11,胸部撰写数,01,戴榕全,高级,4,0,4
2022-01,胸部撰写数,01,戴榕全,高级,1,2,3
2022-02,胸部撰写数,01,戴榕全,高级,1,1,2
2022-03,胸部撰写数,01,戴榕全,高级,0,1,1
2022-04,胸部撰写数,01,戴榕全,高级,0,1,1
2022-05,胸部撰写数,01,戴榕全,高级,1,1,2
2022-06,胸部撰写数,01,戴榕全,高级,3,1,4
2022-07,胸部撰写数,01,戴榕全,高级,1,3,4
2022-09,胸部撰写数,01,戴榕全,高级,1,0,1
2022-10,胸部撰写数,01,戴榕全,高级,0,1,1
2022-11,胸部撰写数,01,戴榕全,高级,1,1,2
2023-01,胸部撰写数,01,戴榕全,高级,1,0,1
2023-02,胸部撰写数,01,戴榕全,高级,2,0,2
2023-03,胸部撰写数,01,戴榕全,高级,1,0,1
2023-04,胸部撰写数,01,戴榕全,高级,0,2,2
2023-05,胸部撰写数,01,戴榕全,高级,1,0,1
2023-06,胸部撰写数,01,戴榕全,高级,0,6,6
2023-07,胸部撰写数,01,戴榕全,高级,0,2,2
2023-08,胸部撰写数,01,戴榕全,高级,0,1,1
